x,y
139,177
139,179
138,180
138,190
137,191
137,192
136,193
136,200
137,201
137,207
138,208
138,210
139,211
139,212
138,213
138,220
137,221
137,222
135,224
135,225
134,226
134,229
133,230
133,233
131,235
131,236
130,237
130,239
150,239
150,234
149,233
149,229
148,228
148,227
147,226
147,203
146,202
146,188
145,187
145,182
144,181
144,179
143,178
143,177
